Cat	Human	Pig	Rabbit	Rat	Dog	Sheep
ENSFCAG00000008177_Cat(Cat)	ENSG00000101074_Human(Human)	ENSSSCG00000007370_Pig(Pig)	ENSOCUG00000000330_Rabbit(Rabbit)	ENSRNOG00000027432_Rat(Rat)	ENSCAFG00000009376_Dog(Dog)	ENSOARG00000003859_Sheep(Sheep)
ENSFCAG00000024849_Cat(Cat)	ENSG00000163492_Human(Human)	ENSSSCG00000016002_Pig(Pig)	ENSOCUG00000016954_Rabbit(Rabbit)	ENSRNOG00000012580_Rat(Rat)	ENSCAFG00000014079_Dog(Dog)	ENSOARG00000016969_Sheep(Sheep)
ENSFCAG00000036883_Cat(Cat)	ENSG00000131482_Human(Human)	ENSSSCG00000036449_Pig(Pig)	ENSOCUG00000016018_Rabbit(Rabbit)	ENSRNOG00000051171_Rat(Rat)	ENSCAFG00000014653_Dog(Dog)	ENSOARG00000004059_Sheep(Sheep)
ENSFCAG00000007346_Cat(Cat)	ENSG00000152217_Human(Human)	ENSSSCG00000004490_Pig(Pig)	ENSOCUG00000009706_Rabbit(Rabbit)	ENSRNOG00000016208_Rat(Rat)	ENSCAFG00000017676_Dog(Dog)	ENSOARG00000002282_Sheep(Sheep)
ENSFCAG00000007638_Cat(Cat)	ENSG00000163807_Human(Human)	ENSSSCG00000032344_Pig(Pig)	ENSOCUG00000000929_Rabbit(Rabbit)	ENSRNOG00000004135_Rat(Rat)	ENSCAFG00000014132_Dog(Dog)	ENSOARG00000004663_Sheep(Sheep)
ENSFCAG00000012024_Cat(Cat)	ENSG00000111602_Human(Human)	ENSSSCG00000000399_Pig(Pig)	ENSOCUG00000012057_Rabbit(Rabbit)	ENSRNOG00000031916_Rat(Rat)	ENSCAFG00000000124_Dog(Dog)	ENSOARG00000008907_Sheep(Sheep)
ENSFCAG00000030597_Cat(Cat)	ENSG00000106537_Human(Human)	ENSSSCG00000015362_Pig(Pig)	ENSOCUG00000011329_Rabbit(Rabbit)	ENSRNOG00000005046_Rat(Rat)	ENSCAFG00000002432_Dog(Dog)	ENSOARG00000008934_Sheep(Sheep)
ENSFCAG00000005551_Cat(Cat)	ENSG00000087510_Human(Human)	ENSSSCG00000007499_Pig(Pig)	ENSOCUG00000010996_Rabbit(Rabbit)	ENSRNOG00000005246_Rat(Rat)	ENSCAFG00000011996_Dog(Dog)	ENSOARG00000018105_Sheep(Sheep)
ENSFCAG00000007792_Cat(Cat)	ENSG00000091972_Human(Human)	ENSSSCG00000027820_Pig(Pig)	ENSOCUG00000009949_Rabbit(Rabbit)	ENSRNOG00000002141_Rat(Rat)	ENSCAFG00000010469_Dog(Dog)	ENSOARG00000019298_Sheep(Sheep)
ENSFCAG00000028004_Cat(Cat)	ENSG00000149557_Human(Human)	ENSSSCG00000015212_Pig(Pig)	ENSOCUG00000014646_Rabbit(Rabbit)	ENSRNOG00000006075_Rat(Rat)	ENSCAFG00000010910_Dog(Dog)	ENSOARG00000011450_Sheep(Sheep)
ENSFCAG00000006018_Cat(Cat)	ENSG00000177556_Human(Human)	ENSSSCG00000026414_Pig(Pig)	ENSOCUG00000012123_Rabbit(Rabbit)	ENSRNOG00000013118_Rat(Rat)	ENSCAFG00000017846_Dog(Dog)	ENSOARG00000009040_Sheep(Sheep)
ENSFCAG00000019280_Cat(Cat)	ENSG00000107262_Human(Human)	ENSSSCG00000010996_Pig(Pig)	ENSOCUG00000008945_Rabbit(Rabbit)	ENSRNOG00000008277_Rat(Rat)	ENSCAFG00000001844_Dog(Dog)	ENSOARG00000009520_Sheep(Sheep)
ENSFCAG00000036856_Cat(Cat)	ENSG00000171522_Human(Human)	ENSSSCG00000024439_Pig(Pig)	ENSOCUG00000000895_Rabbit(Rabbit)	ENSRNOG00000013240_Rat(Rat)	ENSCAFG00000018619_Dog(Dog)	ENSOARG00000009401_Sheep(Sheep)
ENSFCAG00000029407_Cat(Cat)	ENSG00000153904_Human(Human)	ENSSSCG00000040735_Pig(Pig)	ENSOCUG00000005249_Rabbit(Rabbit)	ENSRNOG00000014613_Rat(Rat)	ENSCAFG00000029993_Dog(Dog)	ENSOARG00000014319_Sheep(Sheep)
ENSFCAG00000024697_Cat(Cat)	ENSG00000013306_Human(Human)	ENSSSCG00000030167_Pig(Pig)	ENSOCUG00000006447_Rabbit(Rabbit)	ENSRNOG00000020994_Rat(Rat)	ENSCAFG00000014180_Dog(Dog)	ENSOARG00000008086_Sheep(Sheep)
ENSFCAG00000036342_Cat(Cat)	ENSG00000168824_Human(Human)	ENSSSCG00000024892_Pig(Pig)	ENSOCUG00000002426_Rabbit(Rabbit)	ENSRNOG00000005700_Rat(Rat)	ENSCAFG00000015693_Dog(Dog)	ENSOARG00000007506_Sheep(Sheep)
ENSFCAG00000003024_Cat(Cat)	ENSG00000139055_Human(Human)	ENSSSCG00000000605_Pig(Pig)	ENSOCUG00000006003_Rabbit(Rabbit)	ENSRNOG00000005787_Rat(Rat)	ENSCAFG00000012892_Dog(Dog)	ENSOARG00000020712_Sheep(Sheep)
ENSFCAG00000029894_Cat(Cat)	ENSG00000119655_Human(Human)	ENSSSCG00000002366_Pig(Pig)	ENSOCUG00000014067_Rabbit(Rabbit)	ENSRNOG00000012062_Rat(Rat)	ENSCAFG00000016932_Dog(Dog)	ENSOARG00000001076_Sheep(Sheep)
ENSFCAG00000000370_Cat(Cat)	ENSG00000109321_Human(Human)	ENSSSCG00000008963_Pig(Pig)	ENSOCUG00000016286_Rabbit(Rabbit)	ENSRNOG00000002754_Rat(Rat)	ENSCAFG00000003075_Dog(Dog)	ENSOARG00000015052_Sheep(Sheep)
ENSFCAG00000023083_Cat(Cat)	ENSG00000087206_Human(Human)	ENSSSCG00000022508_Pig(Pig)	ENSOCUG00000000406_Rabbit(Rabbit)	ENSRNOG00000016891_Rat(Rat)	ENSCAFG00000016547_Dog(Dog)	ENSOARG00000003387_Sheep(Sheep)
ENSFCAG00000007292_Cat(Cat)	ENSG00000126106_Human(Human)	ENSSSCG00000027423_Pig(Pig)	ENSOCUG00000024452_Rabbit(Rabbit)	ENSRNOG00000019186_Rat(Rat)	ENSCAFG00000004791_Dog(Dog)	ENSOARG00000000963_Sheep(Sheep)
ENSFCAG00000044117_Cat(Cat)	ENSG00000221829_Human(Human)	ENSSSCG00000034874_Pig(Pig)	ENSOCUG00000006442_Rabbit(Rabbit)	ENSRNOG00000057945_Rat(Rat)	ENSCAFG00000001995_Dog(Dog)	ENSOARG00000012171_Sheep(Sheep)
ENSFCAG00000015392_Cat(Cat)	ENSG00000166340_Human(Human)	ENSSSCG00000023080_Pig(Pig)	ENSOCUG00000006604_Rabbit(Rabbit)	ENSRNOG00000019212_Rat(Rat)	ENSCAFG00000006502_Dog(Dog)	ENSOARG00000016970_Sheep(Sheep)
ENSFCAG00000026519_Cat(Cat)	ENSG00000149476_Human(Human)	ENSSSCG00000013087_Pig(Pig)	ENSOCUG00000001673_Rabbit(Rabbit)	ENSRNOG00000020704_Rat(Rat)	ENSCAFG00000016197_Dog(Dog)	ENSOARG00000012675_Sheep(Sheep)
ENSFCAG00000044857_Cat(Cat)	ENSG00000051596_Human(Human)	ENSSSCG00000014061_Pig(Pig)	ENSOCUG00000016387_Rabbit(Rabbit)	ENSRNOG00000000104_Rat(Rat)	ENSCAFG00000014320_Dog(Dog)	ENSOARG00000016600_Sheep(Sheep)
ENSFCAG00000022885_Cat(Cat)	ENSG00000105176_Human(Human)	ENSSSCG00000025912_Pig(Pig)	ENSOCUG00000015063_Rabbit(Rabbit)	ENSRNOG00000014463_Rat(Rat)	ENSCAFG00000007606_Dog(Dog)	ENSOARG00000004087_Sheep(Sheep)
ENSFCAG00000006310_Cat(Cat)	ENSG00000108963_Human(Human)	ENSSSCG00000017824_Pig(Pig)	ENSOCUG00000013008_Rabbit(Rabbit)	ENSRNOG00000003116_Rat(Rat)	ENSCAFG00000019253_Dog(Dog)	ENSOARG00000014721_Sheep(Sheep)
ENSFCAG00000001170_Cat(Cat)	ENSG00000034533_Human(Human)	ENSSSCG00000011182_Pig(Pig)	ENSOCUG00000006842_Rabbit(Rabbit)	ENSRNOG00000013059_Rat(Rat)	ENSCAFG00000006097_Dog(Dog)	ENSOARG00000009366_Sheep(Sheep)
ENSFCAG00000004278_Cat(Cat)	ENSG00000100116_Human(Human)	ENSSSCG00000029945_Pig(Pig)	ENSOCUG00000020955_Rabbit(Rabbit)	ENSRNOG00000055408_Rat(Rat)	ENSCAFG00000001456_Dog(Dog)	ENSOARG00000014198_Sheep(Sheep)
ENSFCAG00000044465_Cat(Cat)	ENSG00000064195_Human(Human)	ENSSSCG00000017589_Pig(Pig)	ENSOCUG00000007833_Rabbit(Rabbit)	ENSRNOG00000004278_Rat(Rat)	ENSCAFG00000016977_Dog(Dog)	ENSOARG00000005566_Sheep(Sheep)
ENSFCAG00000023028_Cat(Cat)	ENSG00000198765_Human(Human)	ENSSSCG00000006750_Pig(Pig)	ENSOCUG00000016463_Rabbit(Rabbit)	ENSRNOG00000016835_Rat(Rat)	ENSCAFG00000009705_Dog(Dog)	ENSOARG00000020082_Sheep(Sheep)
ENSFCAG00000005317_Cat(Cat)	ENSG00000137497_Human(Human)	ENSSSCG00000014802_Pig(Pig)	ENSOCUG00000012335_Rabbit(Rabbit)	ENSRNOG00000000417_Rat(Rat)	ENSCAFG00000005807_Dog(Dog)	ENSOARG00000003626_Sheep(Sheep)
ENSFCAG00000025528_Cat(Cat)	ENSG00000113621_Human(Human)	ENSSSCG00000026106_Pig(Pig)	ENSOCUG00000012223_Rabbit(Rabbit)	ENSRNOG00000000133_Rat(Rat)	ENSCAFG00000001058_Dog(Dog)	ENSOARG00000014499_Sheep(Sheep)
ENSFCAG00000030045_Cat(Cat)	ENSG00000135241_Human(Human)	ENSSSCG00000015446_Pig(Pig)	ENSOCUG00000009815_Rabbit(Rabbit)	ENSRNOG00000039091_Rat(Rat)	ENSCAFG00000003661_Dog(Dog)	ENSOARG00000008013_Sheep(Sheep)
ENSFCAG00000041359_Cat(Cat)	ENSG00000144746_Human(Human)	ENSSSCG00000033154_Pig(Pig)	ENSOCUG00000008184_Rabbit(Rabbit)	ENSRNOG00000006818_Rat(Rat)	ENSCAFG00000006541_Dog(Dog)	ENSOARG00000010053_Sheep(Sheep)
ENSFCAG00000007604_Cat(Cat)	ENSG00000145782_Human(Human)	ENSSSCG00000033912_Pig(Pig)	ENSOCUG00000029145_Rabbit(Rabbit)	ENSRNOG00000000157_Rat(Rat)	ENSCAFG00000000204_Dog(Dog)	ENSOARG00000016432_Sheep(Sheep)
ENSFCAG00000023210_Cat(Cat)	ENSG00000186106_Human(Human)	ENSSSCG00000006065_Pig(Pig)	ENSOCUG00000009778_Rabbit(Rabbit)	ENSRNOG00000025504_Rat(Rat)	ENSCAFG00000028923_Dog(Dog)	ENSOARG00000000903_Sheep(Sheep)
ENSFCAG00000009454_Cat(Cat)	ENSG00000139644_Human(Human)	ENSSSCG00000029652_Pig(Pig)	ENSOCUG00000001847_Rabbit(Rabbit)	ENSRNOG00000055579_Rat(Rat)	ENSCAFG00000008400_Dog(Dog)	ENSOARG00000018336_Sheep(Sheep)
ENSFCAG00000029390_Cat(Cat)	ENSG00000144118_Human(Human)	ENSSSCG00000025455_Pig(Pig)	ENSOCUG00000005992_Rabbit(Rabbit)	ENSRNOG00000002440_Rat(Rat)	ENSCAFG00000004844_Dog(Dog)	ENSOARG00000012973_Sheep(Sheep)
ENSFCAG00000032707_Cat(Cat)	ENSG00000165501_Human(Human)	ENSSSCG00000005004_Pig(Pig)	ENSOCUG00000000121_Rabbit(Rabbit)	ENSRNOG00000004216_Rat(Rat)	ENSCAFG00000014177_Dog(Dog)	ENSOARG00000020599_Sheep(Sheep)
ENSFCAG00000002400_Cat(Cat)	ENSG00000110917_Human(Human)	ENSSSCG00000009914_Pig(Pig)	ENSOCUG00000008367_Rabbit(Rabbit)	ENSRNOG00000021725_Rat(Rat)	ENSCAFG00000010408_Dog(Dog)	ENSOARG00000012941_Sheep(Sheep)
ENSFCAG00000009710_Cat(Cat)	ENSG00000137161_Human(Human)	ENSSSCG00000001651_Pig(Pig)	ENSOCUG00000027862_Rabbit(Rabbit)	ENSRNOG00000016315_Rat(Rat)	ENSCAFG00000001736_Dog(Dog)	ENSOARG00000004246_Sheep(Sheep)
ENSFCAG00000011967_Cat(Cat)	ENSG00000115486_Human(Human)	ENSSSCG00000027381_Pig(Pig)	ENSOCUG00000002368_Rabbit(Rabbit)	ENSRNOG00000012975_Rat(Rat)	ENSCAFG00000007720_Dog(Dog)	ENSOARG00000020518_Sheep(Sheep)
ENSFCAG00000011669_Cat(Cat)	ENSG00000131470_Human(Human)	ENSSSCG00000017396_Pig(Pig)	ENSOCUG00000015214_Rabbit(Rabbit)	ENSRNOG00000020022_Rat(Rat)	ENSCAFG00000014931_Dog(Dog)	ENSOARG00000002369_Sheep(Sheep)
ENSFCAG00000000492_Cat(Cat)	ENSG00000148057_Human(Human)	ENSSSCG00000035132_Pig(Pig)	ENSOCUG00000012032_Rabbit(Rabbit)	ENSRNOG00000019519_Rat(Rat)	ENSCAFG00000029948_Dog(Dog)	ENSOARG00000009024_Sheep(Sheep)
ENSFCAG00000038429_Cat(Cat)	ENSG00000204070_Human(Human)	ENSSSCG00000007395_Pig(Pig)	ENSOCUG00000009102_Rabbit(Rabbit)	ENSRNOG00000014480_Rat(Rat)	ENSCAFG00000009681_Dog(Dog)	ENSOARG00000005277_Sheep(Sheep)
ENSFCAG00000045823_Cat(Cat)	ENSG00000067955_Human(Human)	ENSSSCG00000033811_Pig(Pig)	ENSOCUG00000005166_Rabbit(Rabbit)	ENSRNOG00000014647_Rat(Rat)	ENSCAFG00000020389_Dog(Dog)	ENSOARG00000002673_Sheep(Sheep)
ENSFCAG00000013668_Cat(Cat)	ENSG00000110107_Human(Human)	ENSSSCG00000013107_Pig(Pig)	ENSOCUG00000015689_Rabbit(Rabbit)	ENSRNOG00000020897_Rat(Rat)	ENSCAFG00000016438_Dog(Dog)	ENSOARG00000015596_Sheep(Sheep)
ENSFCAG00000022031_Cat(Cat)	ENSG00000146802_Human(Human)	ENSSSCG00000016643_Pig(Pig)	ENSOCUG00000010789_Rabbit(Rabbit)	ENSRNOG00000057290_Rat(Rat)	ENSCAFG00000003330_Dog(Dog)	ENSOARG00000002128_Sheep(Sheep)
ENSFCAG00000037684_Cat(Cat)	ENSG00000133398_Human(Human)	ENSSSCG00000017106_Pig(Pig)	ENSOCUG00000027806_Rabbit(Rabbit)	ENSRNOG00000017150_Rat(Rat)	ENSCAFG00000010346_Dog(Dog)	ENSOARG00000015197_Sheep(Sheep)
ENSFCAG00000031339_Cat(Cat)	ENSG00000187017_Human(Human)	ENSSSCG00000003374_Pig(Pig)	ENSOCUG00000020990_Rabbit(Rabbit)	ENSRNOG00000010270_Rat(Rat)	ENSCAFG00000019595_Dog(Dog)	ENSOARG00000012422_Sheep(Sheep)
ENSFCAG00000010125_Cat(Cat)	ENSG00000176928_Human(Human)	ENSSSCG00000029710_Pig(Pig)	ENSOCUG00000025123_Rabbit(Rabbit)	ENSRNOG00000055451_Rat(Rat)	ENSCAFG00000009534_Dog(Dog)	ENSOARG00000011568_Sheep(Sheep)
ENSFCAG00000004335_Cat(Cat)	ENSG00000168263_Human(Human)	ENSSSCG00000005228_Pig(Pig)	ENSOCUG00000004385_Rabbit(Rabbit)	ENSRNOG00000012566_Rat(Rat)	ENSCAFG00000002032_Dog(Dog)	ENSOARG00000013319_Sheep(Sheep)
ENSFCAG00000005761_Cat(Cat)	ENSG00000132481_Human(Human)	ENSSSCG00000017199_Pig(Pig)	ENSOCUG00000006661_Rabbit(Rabbit)	ENSRNOG00000008215_Rat(Rat)	ENSCAFG00000004953_Dog(Dog)	ENSOARG00000009079_Sheep(Sheep)
ENSFCAG00000011087_Cat(Cat)	ENSG00000006116_Human(Human)	ENSSSCG00000036255_Pig(Pig)	ENSOCUG00000003986_Rabbit(Rabbit)	ENSRNOG00000012362_Rat(Rat)	ENSCAFG00000017571_Dog(Dog)	ENSOARG00000017677_Sheep(Sheep)
ENSFCAG00000027140_Cat(Cat)	ENSG00000169359_Human(Human)	ENSSSCG00000025316_Pig(Pig)	ENSOCUG00000001478_Rabbit(Rabbit)	ENSRNOG00000010023_Rat(Rat)	ENSCAFG00000008765_Dog(Dog)	ENSOARG00000003192_Sheep(Sheep)
ENSFCAG00000040124_Cat(Cat)	ENSG00000108342_Human(Human)	ENSSSCG00000017488_Pig(Pig)	ENSOCUG00000009701_Rabbit(Rabbit)	ENSRNOG00000008525_Rat(Rat)	ENSCAFG00000016261_Dog(Dog)	ENSOARG00000012606_Sheep(Sheep)
ENSFCAG00000031418_Cat(Cat)	ENSG00000149196_Human(Human)	ENSSSCG00000021210_Pig(Pig)	ENSOCUG00000013108_Rabbit(Rabbit)	ENSRNOG00000017383_Rat(Rat)	ENSCAFG00000029906_Dog(Dog)	ENSOARG00000004398_Sheep(Sheep)
ENSFCAG00000028091_Cat(Cat)	ENSG00000037749_Human(Human)	ENSSSCG00000034706_Pig(Pig)	ENSOCUG00000027241_Rabbit(Rabbit)	ENSRNOG00000002443_Rat(Rat)	ENSCAFG00000030060_Dog(Dog)	ENSOARG00000009695_Sheep(Sheep)
ENSFCAG00000009111_Cat(Cat)	ENSG00000161981_Human(Human)	ENSSSCG00000007962_Pig(Pig)	ENSOCUG00000013614_Rabbit(Rabbit)	ENSRNOG00000020626_Rat(Rat)	ENSCAFG00000032338_Dog(Dog)	ENSOARG00000010438_Sheep(Sheep)
ENSFCAG00000002751_Cat(Cat)	ENSG00000143614_Human(Human)	ENSSSCG00000006562_Pig(Pig)	ENSOCUG00000008135_Rabbit(Rabbit)	ENSRNOG00000015553_Rat(Rat)	ENSCAFG00000017433_Dog(Dog)	ENSOARG00000001486_Sheep(Sheep)
ENSFCAG00000028089_Cat(Cat)	ENSG00000112651_Human(Human)	ENSSSCG00000001658_Pig(Pig)	ENSOCUG00000001586_Rabbit(Rabbit)	ENSRNOG00000018057_Rat(Rat)	ENSCAFG00000001782_Dog(Dog)	ENSOARG00000005388_Sheep(Sheep)
ENSFCAG00000000777_Cat(Cat)	ENSG00000164458_Human(Human)	ENSSSCG00000036609_Pig(Pig)	ENSOCUG00000000660_Rabbit(Rabbit)	ENSRNOG00000012229_Rat(Rat)	ENSCAFG00000000807_Dog(Dog)	ENSOARG00000004863_Sheep(Sheep)
ENSFCAG00000041884_Cat(Cat)	ENSG00000189431_Human(Human)	ENSSSCG00000022060_Pig(Pig)	ENSOCUG00000026389_Rabbit(Rabbit)	ENSRNOG00000014847_Rat(Rat)	ENSCAFG00000008082_Dog(Dog)	ENSOARG00000008015_Sheep(Sheep)
ENSFCAG00000023384_Cat(Cat)	ENSG00000104231_Human(Human)	ENSSSCG00000024780_Pig(Pig)	ENSOCUG00000017532_Rabbit(Rabbit)	ENSRNOG00000010342_Rat(Rat)	ENSCAFG00000008505_Dog(Dog)	ENSOARG00000014883_Sheep(Sheep)
ENSFCAG00000011003_Cat(Cat)	ENSG00000173376_Human(Human)	ENSSSCG00000029260_Pig(Pig)	ENSOCUG00000002038_Rabbit(Rabbit)	ENSRNOG00000006857_Rat(Rat)	ENSCAFG00000004165_Dog(Dog)	ENSOARG00000015342_Sheep(Sheep)
ENSFCAG00000037032_Cat(Cat)	ENSG00000154978_Human(Human)	ENSSSCG00000032734_Pig(Pig)	ENSOCUG00000005584_Rabbit(Rabbit)	ENSRNOG00000006646_Rat(Rat)	ENSCAFG00000003474_Dog(Dog)	ENSOARG00000013649_Sheep(Sheep)
ENSFCAG00000007806_Cat(Cat)	ENSG00000145685_Human(Human)	ENSSSCG00000028536_Pig(Pig)	ENSOCUG00000021745_Rabbit(Rabbit)	ENSRNOG00000011032_Rat(Rat)	ENSCAFG00000032175_Dog(Dog)	ENSOARG00000017150_Sheep(Sheep)
ENSFCAG00000033977_Cat(Cat)	ENSG00000162139_Human(Human)	ENSSSCG00000021638_Pig(Pig)	ENSOCUG00000012531_Rabbit(Rabbit)	ENSRNOG00000018106_Rat(Rat)	ENSCAFG00000005455_Dog(Dog)	ENSOARG00000010892_Sheep(Sheep)
ENSFCAG00000031942_Cat(Cat)	ENSG00000155621_Human(Human)	ENSSSCG00000031105_Pig(Pig)	ENSOCUG00000024578_Rabbit(Rabbit)	ENSRNOG00000027161_Rat(Rat)	ENSCAFG00000001820_Dog(Dog)	ENSOARG00000012771_Sheep(Sheep)
ENSFCAG00000026685_Cat(Cat)	ENSG00000166086_Human(Human)	ENSSSCG00000015256_Pig(Pig)	ENSOCUG00000005628_Rabbit(Rabbit)	ENSRNOG00000009149_Rat(Rat)	ENSCAFG00000009810_Dog(Dog)	ENSOARG00000013611_Sheep(Sheep)
ENSFCAG00000024006_Cat(Cat)	ENSG00000143179_Human(Human)	ENSSSCG00000039867_Pig(Pig)	ENSOCUG00000008446_Rabbit(Rabbit)	ENSRNOG00000003917_Rat(Rat)	ENSCAFG00000013489_Dog(Dog)	ENSOARG00000011602_Sheep(Sheep)
ENSFCAG00000007449_Cat(Cat)	ENSG00000048649_Human(Human)	ENSSSCG00000014882_Pig(Pig)	ENSOCUG00000011923_Rabbit(Rabbit)	ENSRNOG00000024194_Rat(Rat)	ENSCAFG00000004897_Dog(Dog)	ENSOARG00000006933_Sheep(Sheep)
ENSFCAG00000025885_Cat(Cat)	ENSG00000148798_Human(Human)	ENSSSCG00000010595_Pig(Pig)	ENSOCUG00000004969_Rabbit(Rabbit)	ENSRNOG00000020248_Rat(Rat)	ENSCAFG00000010367_Dog(Dog)	ENSOARG00000003245_Sheep(Sheep)
ENSFCAG00000013007_Cat(Cat)	ENSG00000167900_Human(Human)	ENSSSCG00000037120_Pig(Pig)	ENSOCUG00000010046_Rabbit(Rabbit)	ENSRNOG00000047314_Rat(Rat)	ENSCAFG00000005294_Dog(Dog)	ENSOARG00000005673_Sheep(Sheep)
ENSFCAG00000015070_Cat(Cat)	ENSG00000160917_Human(Human)	ENSSSCG00000026896_Pig(Pig)	ENSOCUG00000002437_Rabbit(Rabbit)	ENSRNOG00000000985_Rat(Rat)	ENSCAFG00000015036_Dog(Dog)	ENSOARG00000018668_Sheep(Sheep)
ENSFCAG00000010727_Cat(Cat)	ENSG00000165195_Human(Human)	ENSSSCG00000012134_Pig(Pig)	ENSOCUG00000017759_Rabbit(Rabbit)	ENSRNOG00000003554_Rat(Rat)	ENSCAFG00000031217_Dog(Dog)	ENSOARG00000012059_Sheep(Sheep)
ENSFCAG00000025433_Cat(Cat)	ENSG00000111224_Human(Human)	ENSSSCG00000000728_Pig(Pig)	ENSOCUG00000016536_Rabbit(Rabbit)	ENSRNOG00000060689_Rat(Rat)	ENSCAFG00000015400_Dog(Dog)	ENSOARG00000010367_Sheep(Sheep)
ENSFCAG00000035207_Cat(Cat)	ENSG00000197296_Human(Human)	ENSSSCG00000037912_Pig(Pig)	ENSOCUG00000004110_Rabbit(Rabbit)	ENSRNOG00000027434_Rat(Rat)	ENSCAFG00000009374_Dog(Dog)	ENSOARG00000003850_Sheep(Sheep)
ENSFCAG00000031543_Cat(Cat)	ENSG00000106211_Human(Human)	ENSSSCG00000039962_Pig(Pig)	ENSOCUG00000012690_Rabbit(Rabbit)	ENSRNOG00000023546_Rat(Rat)	ENSCAFG00000013544_Dog(Dog)	ENSOARG00000013748_Sheep(Sheep)
ENSFCAG00000029690_Cat(Cat)	ENSG00000090263_Human(Human)	ENSSSCG00000013470_Pig(Pig)	ENSOCUG00000017095_Rabbit(Rabbit)	ENSRNOG00000026528_Rat(Rat)	ENSCAFG00000029671_Dog(Dog)	ENSOARG00000013701_Sheep(Sheep)
ENSFCAG00000011185_Cat(Cat)	ENSG00000119421_Human(Human)	ENSSSCG00000005528_Pig(Pig)	ENSOCUG00000013491_Rabbit(Rabbit)	ENSRNOG00000005668_Rat(Rat)	ENSCAFG00000030171_Dog(Dog)	ENSOARG00000014386_Sheep(Sheep)
ENSFCAG00000003391_Cat(Cat)	ENSG00000172613_Human(Human)	ENSSSCG00000012914_Pig(Pig)	ENSOCUG00000024015_Rabbit(Rabbit)	ENSRNOG00000018729_Rat(Rat)	ENSCAFG00000011618_Dog(Dog)	ENSOARG00000011212_Sheep(Sheep)
ENSFCAG00000019358_Cat(Cat)	ENSG00000120860_Human(Human)	ENSSSCG00000036075_Pig(Pig)	ENSOCUG00000015171_Rabbit(Rabbit)	ENSRNOG00000005102_Rat(Rat)	ENSCAFG00000007270_Dog(Dog)	ENSOARG00000015533_Sheep(Sheep)
ENSFCAG00000026617_Cat(Cat)	ENSG00000185650_Human(Human)	ENSSSCG00000028304_Pig(Pig)	ENSOCUG00000003168_Rabbit(Rabbit)	ENSRNOG00000058646_Rat(Rat)	ENSCAFG00000016497_Dog(Dog)	ENSOARG00000021177_Sheep(Sheep)
ENSFCAG00000014378_Cat(Cat)	ENSG00000014919_Human(Human)	ENSSSCG00000010541_Pig(Pig)	ENSOCUG00000003143_Rabbit(Rabbit)	ENSRNOG00000017230_Rat(Rat)	ENSCAFG00000009515_Dog(Dog)	ENSOARG00000012685_Sheep(Sheep)
ENSFCAG00000036407_Cat(Cat)	ENSG00000110696_Human(Human)	ENSSSCG00000040570_Pig(Pig)	ENSOCUG00000024129_Rabbit(Rabbit)	ENSRNOG00000053659_Rat(Rat)	ENSCAFG00000030220_Dog(Dog)	ENSOARG00000005707_Sheep(Sheep)
ENSFCAG00000041414_Cat(Cat)	ENSG00000143376_Human(Human)	ENSSSCG00000006619_Pig(Pig)	ENSOCUG00000007428_Rabbit(Rabbit)	ENSRNOG00000020893_Rat(Rat)	ENSCAFG00000012737_Dog(Dog)	ENSOARG00000021022_Sheep(Sheep)
ENSFCAG00000022931_Cat(Cat)	ENSG00000064995_Human(Human)	ENSSSCG00000001533_Pig(Pig)	ENSOCUG00000002023_Rabbit(Rabbit)	ENSRNOG00000024601_Rat(Rat)	ENSCAFG00000001239_Dog(Dog)	ENSOARG00000011006_Sheep(Sheep)
ENSFCAG00000011289_Cat(Cat)	ENSG00000110887_Human(Human)	ENSSSCG00000009942_Pig(Pig)	ENSOCUG00000001322_Rabbit(Rabbit)	ENSRNOG00000054962_Rat(Rat)	ENSCAFG00000011224_Dog(Dog)	ENSOARG00000017453_Sheep(Sheep)
ENSFCAG00000015606_Cat(Cat)	ENSG00000182359_Human(Human)	ENSSSCG00000014999_Pig(Pig)	ENSOCUG00000000230_Rabbit(Rabbit)	ENSRNOG00000022252_Rat(Rat)	ENSCAFG00000014788_Dog(Dog)	ENSOARG00000002667_Sheep(Sheep)
ENSFCAG00000022099_Cat(Cat)	ENSG00000241258_Human(Human)	ENSSSCG00000032119_Pig(Pig)	ENSOCUG00000014827_Rabbit(Rabbit)	ENSRNOG00000000901_Rat(Rat)	ENSCAFG00000010756_Dog(Dog)	ENSOARG00000010380_Sheep(Sheep)
ENSFCAG00000026474_Cat(Cat)	ENSG00000108561_Human(Human)	ENSSSCG00000035048_Pig(Pig)	ENSOCUG00000004801_Rabbit(Rabbit)	ENSRNOG00000006949_Rat(Rat)	ENSCAFG00000015542_Dog(Dog)	ENSOARG00000003381_Sheep(Sheep)
ENSFCAG00000036833_Cat(Cat)	ENSG00000106952_Human(Human)	ENSSSCG00000036457_Pig(Pig)	ENSOCUG00000009977_Rabbit(Rabbit)	ENSRNOG00000048321_Rat(Rat)	ENSCAFG00000003367_Dog(Dog)	ENSOARG00000005959_Sheep(Sheep)
ENSFCAG00000002283_Cat(Cat)	ENSG00000198796_Human(Human)	ENSSSCG00000004918_Pig(Pig)	ENSOCUG00000012324_Rabbit(Rabbit)	ENSRNOG00000017421_Rat(Rat)	ENSCAFG00000000107_Dog(Dog)	ENSOARG00000005476_Sheep(Sheep)
